,origin_puma,dest_puma,od_counts
2746,17_3601,17_3203,5
2747,17_3601,17_3207,19
2748,17_3601,17_3208,28
2749,17_3601,17_3209,5
2750,17_3601,17_3306,2534
2751,17_3601,17_3307,645
2752,17_3601,17_3308,1415
2753,17_3601,17_3309,1067
2754,17_3601,17_3310,257
2755,17_3601,17_3401,791
2756,17_3601,17_3415,209
2757,17_3601,17_3416,67
2758,17_3601,17_3417,444
2759,17_3601,17_3418,189
2760,17_3601,17_3419,63
2761,17_3601,17_3420,12
2762,17_3601,17_3421,32
2763,17_3601,17_3422,22
2764,17_3601,17_3504,26
2765,17_3601,17_3520,26
2766,17_3601,17_3601,998
2767,17_3601,17_3602,3305
2768,17_3602,17_3005,3
2769,17_3602,17_3007,173
2770,17_3602,17_3008,4607
2771,17_3602,17_3009,1114
2772,17_3602,17_3202,8
2773,17_3602,17_3203,5
2774,17_3602,17_3207,96
2775,17_3602,17_3208,58
2776,17_3602,17_3209,5
2777,17_3602,17_3306,7462
2778,17_3602,17_3307,1781
2779,17_3602,17_3308,6119
2780,17_3602,17_3309,4637
2781,17_3602,17_3310,1676
2782,17_3602,17_3401,3612
2783,17_3602,17_3415,1775
2784,17_3602,17_3416,454
2785,17_3602,17_3417,2268
2786,17_3602,17_3418,1105
2787,17_3602,17_3419,1181
2788,17_3602,17_3420,444
2789,17_3602,17_3421,41
2790,17_3602,17_3422,25
2791,17_3602,17_3504,26
2792,17_3602,17_3520,26
2793,17_3602,17_3601,2670
2794,17_3602,17_3602,8290
2795,17_3700,17_3005,6592
2796,17_3700,17_3007,4035
2797,17_3700,17_3008,1264
2798,17_3700,17_3009,1766
2799,17_3700,17_3102,3474
2800,17_3700,17_3105,4868
2801,17_3700,17_3106,4676
2802,17_3700,17_3107,1934
2803,17_3700,17_3108,1777
2804,17_3700,17_3202,8816
2805,17_3700,17_3203,4486
2806,17_3700,17_3204,6531
2807,17_3700,17_3205,11098
2808,17_3700,17_3207,18945
2809,17_3700,17_3208,10729
2810,17_3700,17_3209,8740
2811,17_3700,17_3308,236
2812,17_3700,17_3310,115
2813,17_3700,17_3401,812
2814,17_3700,17_3407,4783
2815,17_3700,17_3408,173
2816,17_3700,17_3409,1614
2817,17_3700,17_3410,1927
2818,17_3700,17_3411,783
2819,17_3700,17_3412,1989
2820,17_3700,17_3413,2608
2821,17_3700,17_3414,3625
2822,17_3700,17_3415,602
2823,17_3700,17_3416,415
2824,17_3700,17_3417,1650
2825,17_3700,17_3418,2595
2826,17_3700,17_3419,5611
2827,17_3700,17_3420,3377
2828,17_3700,17_3421,290
2829,17_3700,17_3422,8239
2830,17_3700,17_3501,5
2831,17_3700,17_3502,1
2832,17_3700,17_3503,17
2833,17_3700,17_3504,144
2834,17_3700,17_3520,373
2835,17_3700,17_3521,256
2836,17_3700,17_3522,161
2837,17_3700,17_3523,337
2838,17_3700,17_3524,154
2839,17_3700,17_3525,18
2840,17_3700,17_3526,105
2841,17_3700,17_3527,196
2842,17_3700,17_3528,35
2843,17_3700,17_3529,4
2844,17_3700,17_3530,263
2845,17_3700,17_3531,204
2846,17_3700,17_3532,458
2847,17_3700,17_3601,18
2848,17_3700,17_3602,211
2849,17_3700,17_3700,3781
