,origin_puma,dest_puma,od_counts,color
1685,06_8506,06_110,1827,green
1686,06_8506,06_1303,1,green
1687,06_8506,06_1304,17,green
1688,06_8506,06_1305,737,green
1689,06_8506,06_1306,10,green
1690,06_8506,06_1308,7,green
1691,06_8506,06_1309,7,green
1692,06_8506,06_7503,8,green
1693,06_8506,06_7506,8,green
1694,06_8506,06_7507,54,green
1695,06_8506,06_8101,177,green
1696,06_8506,06_8102,391,green
1697,06_8506,06_8103,970,green
1698,06_8506,06_8104,1536,green
1699,06_8506,06_8105,1690,green
1700,06_8506,06_8106,2267,green
1701,06_8506,06_8501,3978,green
1702,06_8506,06_8502,4485,green
1703,06_8506,06_8503,5481,lime
1704,06_8506,06_8504,3176,green
1705,06_8506,06_8505,2879,green
1706,06_8506,06_8506,231,green
1707,06_8506,06_8507,3100,green
1708,06_8506,06_8508,3419,green
1709,06_8506,06_8509,6861,lime
1710,06_8506,06_8510,4922,green
1711,06_8506,06_8511,1285,green
1712,06_8506,06_8512,149,green
1713,06_8506,06_8513,1273,green
1714,06_8506,06_8514,4653,green
1715,06_8506,06_8701,121,green
1716,06_8507,06_102,31,green
1717,06_8507,06_103,104,green
1718,06_8507,06_104,109,green
1719,06_8507,06_105,1223,green
1720,06_8507,06_106,4877,green
1721,06_8507,06_107,10082,yellow
1722,06_8507,06_108,20557,yellow
1723,06_8507,06_109,26736,orange
1724,06_8507,06_110,21250,yellow
1725,06_8507,06_1304,77,green
1726,06_8507,06_1305,2138,green
1727,06_8507,06_1306,29,green
1728,06_8507,06_1308,3,green
1729,06_8507,06_1309,3,green
1730,06_8507,06_7502,2,green
1731,06_8507,06_7503,5,green
1732,06_8507,06_7506,19,green
1733,06_8507,06_7507,24,green
1734,06_8507,06_8101,118,green
1735,06_8507,06_8102,193,green
1736,06_8507,06_8103,2329,green
1737,06_8507,06_8104,6611,lime
1738,06_8507,06_8105,9568,lime
1739,06_8507,06_8106,14117,yellow
1740,06_8507,06_8501,20544,yellow
1741,06_8507,06_8502,24960,yellow
1742,06_8507,06_8503,21960,yellow
1743,06_8507,06_8504,21432,yellow
1744,06_8507,06_8505,5797,lime
1745,06_8507,06_8506,2044,green
1746,06_8507,06_8507,5880,lime
1747,06_8507,06_8508,7004,lime
1748,06_8507,06_8509,22011,yellow
1749,06_8507,06_8510,8865,lime
1750,06_8507,06_8511,717,green
1751,06_8507,06_8512,392,green
1752,06_8507,06_8513,1412,green
1753,06_8507,06_8514,9797,lime
1754,06_8507,06_8701,364,green
1755,06_8508,06_102,13,green
1756,06_8508,06_103,44,green
1757,06_8508,06_104,33,green
1758,06_8508,06_105,612,green
1759,06_8508,06_106,2654,green
1760,06_8508,06_107,6346,lime
1761,06_8508,06_108,13714,yellow
1762,06_8508,06_109,18339,yellow
1763,06_8508,06_110,12301,yellow
1764,06_8508,06_1304,30,green
1765,06_8508,06_1305,1007,green
1766,06_8508,06_7507,2,green
1767,06_8508,06_8101,55,green
1768,06_8508,06_8102,122,green
1769,06_8508,06_8103,805,green
1770,06_8508,06_8104,3974,green
1771,06_8508,06_8105,5025,lime
1772,06_8508,06_8106,10816,yellow
1773,06_8508,06_8501,24883,yellow
1774,06_8508,06_8502,47721,orange
1775,06_8508,06_8503,44376,orange
1776,06_8508,06_8504,25983,orange
1777,06_8508,06_8505,5427,lime
1778,06_8508,06_8506,1174,green
1779,06_8508,06_8507,13268,yellow
1780,06_8508,06_8508,14332,yellow
1781,06_8508,06_8509,38586,orange
1782,06_8508,06_8510,12436,yellow
1783,06_8508,06_8511,992,green
1784,06_8508,06_8512,446,green
1785,06_8508,06_8513,871,green
1786,06_8508,06_8514,10166,yellow
1787,06_8508,06_8701,647,green
1788,06_8509,06_103,8,green
1789,06_8509,06_104,68,green
1790,06_8509,06_105,107,green
1791,06_8509,06_106,1190,green
1792,06_8509,06_107,13733,yellow
1793,06_8509,06_108,32950,orange
1794,06_8509,06_109,32736,orange
1795,06_8509,06_110,18903,yellow
1796,06_8509,06_1304,118,green
1797,06_8509,06_1305,2589,green
1798,06_8509,06_1306,75,green
1799,06_8509,06_7502,9,green
1800,06_8509,06_7503,11,green
1801,06_8509,06_7504,14,green
1802,06_8509,06_7507,24,green
1803,06_8509,06_8101,122,green
1804,06_8509,06_8102,236,green
1805,06_8509,06_8103,1146,green
1806,06_8509,06_8104,4048,green
1807,06_8509,06_8105,5416,lime
1808,06_8509,06_8106,20900,yellow
1809,06_8509,06_8501,72200,red
1810,06_8509,06_8502,122140,darkred
1811,06_8509,06_8503,95258,red
1812,06_8509,06_8504,74822,red
1813,06_8509,06_8505,14008,yellow
1814,06_8509,06_8506,2883,green
1815,06_8509,06_8507,37113,orange
1816,06_8509,06_8508,25239,orange
1817,06_8509,06_8509,51694,red
1818,06_8509,06_8510,10961,yellow
1819,06_8509,06_8511,1563,green
1820,06_8509,06_8512,426,green
1821,06_8509,06_8513,876,green
1822,06_8509,06_8514,22035,yellow
1823,06_8509,06_8701,1154,green
1824,06_8510,06_104,3,green
1825,06_8510,06_105,3,green
1826,06_8510,06_106,1143,green
1827,06_8510,06_107,4708,green
1828,06_8510,06_108,9024,lime
1829,06_8510,06_109,9017,lime
1830,06_8510,06_110,4409,green
1831,06_8510,06_1304,5,green
1832,06_8510,06_1305,380,green
1833,06_8510,06_1306,1,green
1834,06_8510,06_1308,1,green
1835,06_8510,06_1309,1,green
1836,06_8510,06_8101,30,green
1837,06_8510,06_8102,143,green
1838,06_8510,06_8103,282,green
1839,06_8510,06_8104,1755,green
1840,06_8510,06_8105,1230,green
1841,06_8510,06_8106,6545,lime
1842,06_8510,06_8501,27384,orange
1843,06_8510,06_8502,67578,red
1844,06_8510,06_8503,88186,red
1845,06_8510,06_8504,61446,red
1846,06_8510,06_8505,29244,orange
1847,06_8510,06_8506,1827,green
1848,06_8510,06_8507,23490,yellow
1849,06_8510,06_8508,26483,orange
1850,06_8510,06_8509,84985,red
1851,06_8510,06_8510,25738,orange
1852,06_8510,06_8511,2585,green
1853,06_8510,06_8512,1148,green
1854,06_8510,06_8513,5217,lime
1855,06_8510,06_8514,48254,orange
1856,06_8510,06_8701,831,green
1857,06_8511,06_103,1,green
1858,06_8511,06_104,3,green
1859,06_8511,06_105,4,green
1860,06_8511,06_106,254,green
1861,06_8511,06_107,1902,green
1862,06_8511,06_108,3904,green
1863,06_8511,06_109,3898,green
1864,06_8511,06_110,1325,green
1865,06_8511,06_1305,59,green
1866,06_8511,06_8101,16,green
1867,06_8511,06_8102,27,green
1868,06_8511,06_8103,51,green
1869,06_8511,06_8104,887,green
1870,06_8511,06_8105,641,green
1871,06_8511,06_8106,2157,green
1872,06_8511,06_8501,9729,lime
1873,06_8511,06_8502,27582,orange
1874,06_8511,06_8503,49788,orange
1875,06_8511,06_8504,34846,orange
1876,06_8511,06_8505,27926,orange
1877,06_8511,06_8506,2361,green
1878,06_8511,06_8507,12424,yellow
1879,06_8511,06_8508,23907,yellow
1880,06_8511,06_8509,70105,red
1881,06_8511,06_8510,32211,orange
1882,06_8511,06_8511,5675,lime
1883,06_8511,06_8512,1428,green
1884,06_8511,06_8513,10642,yellow
1885,06_8511,06_8514,48359,orange
1886,06_8511,06_8701,327,green
1887,06_8512,06_103,1,green
1888,06_8512,06_105,1,green
1889,06_8512,06_106,201,green
1890,06_8512,06_107,995,green
1891,06_8512,06_108,2067,green
1892,06_8512,06_109,1774,green
1893,06_8512,06_110,495,green
1894,06_8512,06_1305,34,green
1895,06_8512,06_8103,20,green
1896,06_8512,06_8104,278,green
1897,06_8512,06_8105,215,green
1898,06_8512,06_8106,875,green
1899,06_8512,06_8501,4308,green
1900,06_8512,06_8502,12434,yellow
1901,06_8512,06_8503,20993,yellow
1902,06_8512,06_8504,16875,yellow
1903,06_8512,06_8505,16611,yellow
1904,06_8512,06_8506,1787,green
1905,06_8512,06_8507,5990,lime
1906,06_8512,06_8508,12012,yellow
1907,06_8512,06_8509,31788,orange
1908,06_8512,06_8510,18496,yellow
1909,06_8512,06_8511,5012,lime
1910,06_8512,06_8512,779,green
1911,06_8512,06_8513,7932,lime
1912,06_8512,06_8514,27078,orange
1913,06_8512,06_8701,77,green
1914,06_8513,06_104,2,green
1915,06_8513,06_105,6,green
1916,06_8513,06_106,820,green
1917,06_8513,06_107,2378,green
1918,06_8513,06_108,3088,green
1919,06_8513,06_109,2688,green
1920,06_8513,06_110,1357,green
1921,06_8513,06_1304,14,green
1922,06_8513,06_1305,65,green
1923,06_8513,06_1306,14,green
1924,06_8513,06_1308,14,green
1925,06_8513,06_1309,14,green
1926,06_8513,06_8101,34,green
1927,06_8513,06_8102,34,green
1928,06_8513,06_8103,79,green
1929,06_8513,06_8104,612,green
1930,06_8513,06_8105,375,green
1931,06_8513,06_8106,1920,green
1932,06_8513,06_8501,11001,yellow
1933,06_8513,06_8502,25407,orange
1934,06_8513,06_8503,38896,orange
1935,06_8513,06_8504,21431,yellow
1936,06_8513,06_8505,24136,yellow
1937,06_8513,06_8506,1564,green
1938,06_8513,06_8507,14358,yellow
1939,06_8513,06_8508,20060,yellow
1940,06_8513,06_8509,53526,red
1941,06_8513,06_8510,25795,orange
1942,06_8513,06_8511,5967,lime
1943,06_8513,06_8512,1334,green
1944,06_8513,06_8513,7245,lime
1945,06_8513,06_8514,37275,orange
1946,06_8513,06_8701,205,green
1947,06_8514,06_104,89,green
1948,06_8514,06_105,272,green
1949,06_8514,06_106,627,green
1950,06_8514,06_107,4974,green
1951,06_8514,06_108,16061,yellow
1952,06_8514,06_109,14154,yellow
1953,06_8514,06_110,8799,lime
1954,06_8514,06_1304,315,green
1955,06_8514,06_1305,1244,green
1956,06_8514,06_1306,309,green
1957,06_8514,06_1308,7,green
1958,06_8514,06_1309,7,green
1959,06_8514,06_7507,4,green
1960,06_8514,06_8101,121,green
1961,06_8514,06_8102,139,green
1962,06_8514,06_8103,751,green
1963,06_8514,06_8104,3127,green
1964,06_8514,06_8105,2837,green
1965,06_8514,06_8106,14510,yellow
1966,06_8514,06_8501,46816,orange
1967,06_8514,06_8502,84536,red
1968,06_8514,06_8503,83316,red
1969,06_8514,06_8504,52914,red
1970,06_8514,06_8505,11542,yellow
1971,06_8514,06_8506,848,green
1972,06_8514,06_8507,25733,orange
1973,06_8514,06_8508,17074,yellow
1974,06_8514,06_8509,48551,orange
1975,06_8514,06_8510,7001,lime
1976,06_8514,06_8511,1461,green
1977,06_8514,06_8512,767,green
1978,06_8514,06_8513,1294,green
1979,06_8514,06_8514,20955,yellow
1980,06_8514,06_8701,841,green
1981,06_8701,06_103,4,green
1982,06_8701,06_104,13,green
1983,06_8701,06_105,40,green
1984,06_8701,06_106,121,green
1985,06_8701,06_107,298,green
1986,06_8701,06_108,720,green
1987,06_8701,06_109,680,green
1988,06_8701,06_110,488,green
1989,06_8701,06_1305,37,green
1990,06_8701,06_7501,1,green
1991,06_8701,06_7502,1,green
1992,06_8701,06_7503,3,green
1993,06_8701,06_7506,17,green
1994,06_8701,06_7507,23,green
1995,06_8701,06_8101,52,green
1996,06_8701,06_8102,72,green
1997,06_8701,06_8103,237,green
1998,06_8701,06_8104,356,green
1999,06_8701,06_8105,239,green
2000,06_8701,06_8106,304,green
2001,06_8701,06_8501,240,green
2002,06_8701,06_8502,116,green
2003,06_8701,06_8503,51,green
2004,06_8701,06_8504,191,green
2005,06_8701,06_8505,4,green
2006,06_8701,06_8506,32,green
2007,06_8701,06_8507,8,green
2008,06_8701,06_8508,14,green
2009,06_8701,06_8509,11,green
2010,06_8701,06_8510,14,green
2011,06_8701,06_8511,11,green
2012,06_8701,06_8512,6,green
2013,06_8701,06_8513,12,green
2014,06_8701,06_8514,7,green
2015,06_8701,06_8701,5,green
